id,placename,x,y,code
2747203,Sittard,50.99833,5.86944,PPL
2747206,Sirjansland,51.6775,4.03056,PPL
2747209,Sion,52.01417,4.325,PPL
2747210,Sint Willebrord,51.54833,4.58889,PPL
2747212,Sint Vitusholt,53.14167,7.02083,PPL
2747218,Sint Pieter,50.83706,5.69203,PPLX
2747221,Sint Philipsland,51.61667,4.16528,PPL
2747225,Sint Pancras,52.66,4.78333,PPL
2747227,Sint-Oedenrode,51.5675,5.45972,PPL
2747229,Sint Odiliënberg,51.14333,6,PPL
2747231,Sint Nicolaasga,52.92293,5.74242,PPL
2747234,Sint-Michielsgestel,51.64167,5.35278,PPL
2747238,Sint Maartenszee,52.7925,4.68889,PPL
2747239,Sint Maartensvlotbrug,52.78667,4.70833,PPL
2747241,Sint-Maartensdijk,51.54917,4.07778,PPL
2747242,Sint Maartensbrug,52.78083,4.72778,PPL
2747244,Sint Maarten,52.7725,4.74583,PPL
2747248,Sint Laurens,51.5275,3.60278,PPL
2747250,Sint Kruis,51.2725,3.49861,PPL
2747256,Sint Joost,51.1175,5.89861,PPL
2747257,Sintjohannesga,52.93157,5.85588,PPL
2747260,Sint Jansteen,51.2625,4.05139,PPL
2747262,Sint Jansklooster,52.6775,6.00556,PPL
2747263,Sint Janskerkhof,52.25,5.21667,PPL
2747264,Sint Janskerke,51.51083,3.49722,PPL
2747270,Sint Jacobiparochie,53.27291,5.60354,PPL
2747272,Sint Isidorushoeve,52.17583,6.70139,PPL
2747276,Sint Hubert,51.67833,5.80833,PPL
2747278,Sint Gerlach,50.87154,5.79248,PPLX
2747280,Sint Geertruid,50.79667,5.76528,PPL
2747282,Sint Antoniusbank,50.84333,5.76528,PPL
2747290,Sint Anthonis,51.62667,5.88194,PPL
2747291,Sint Anthonie-Polder,51.79833,4.53194,PPL
2747293,Sint Annerhuisjes,53.30167,6.62222,PPL
2747294,Sint Annen,53.2975,6.66528,PPL
2747295,Sint Anna ter Muiden,51.31417,3.36528,PPL
2747297,Sint Annaparochie,53.2762,5.65727,PPL
2747298,Sint Annaland,51.6,4.10278,PPL
2747300,Sint Anna,51.82082,5.84955,PPLX
2747302,Sint Andries,51.80167,5.36528,PPL
2747303,Sint Agatha,51.7125,5.9125,PPL
2747304,Sinselbeek,50.81083,5.92639,PPL
2747305,Sinoutskerke,51.4725,3.86389,PPL
2747307,Singelwijk,52.51022,5.05241,PPLX
2747310,Sinderen,51.90417,6.46111,PPL
2747312,Simpelveld,50.83417,5.98194,PPL
2747315,Simonshoek,51.34193,5.87734,PPL
2747316,Simonshaven,51.8225,4.28889,PPL
2747321,Silvolderbuurt,51.91667,6.4,PPLL
2747322,Silvolde,51.90917,6.3875,PPL
2747325,Sijthuizen,53.03333,5.85,PPL
2747328,Sibrandahûs,53.31149,5.93863,PPL
2747330,Sibrandabuorren,53.06667,5.71667,PPL
2747332,Sijbekarspel,52.7075,5.00278,PPL
2747338,Sigerswâld,53.15061,5.97386,PPL
2747339,Siegerswoude,53.09974,6.2447,PPL
2747340,Siebengewald,51.65083,6.10278,PPL
2747343,Siddeburen,53.25,6.86806,PPL
2747345,Siberië,52.74833,6.52222,PPL
2747347,Sibculo,52.48167,6.6375,PPL
2747348,Sibbe,50.84417,5.82639,PPL
2747351,'s-Hertogenbosch,51.69917,5.30417,PPLA
2747352,s-Heer Hendrikskinderen,51.50167,3.8625,PPL
2747355,s-Heerenhoek,51.45333,3.76806,PPL
2747356,s-Heerenbroek,52.53541,6.0148,PPL
2747357,'s-Heerenberg,51.8767,6.25877,PPL
2747358,s-Heer Arendskerke,51.49083,3.82222,PPL
2747359,s-Heer Abtskerke,51.47083,3.88056,PPL
2747362,’s-Gravesloot,52.1,4.91667,PPL
2747364,'s-Gravenzande,52.00167,4.16528,PPL
2747365,s-Gravenweg,51.95917,4.62083,PPL
2747366,s-Gravenpolder,51.46,3.90556,PPL
2747368,Vaart,51.645,4.96528,PPL
2747371,'s Gravenmoer,51.65594,4.94076,PPL
2747373,The Hague,52.07667,4.29861,PPLG
2747375,s-Gravendeel,51.78,4.61667,PPL
2747377,s-Graveland,52.24,5.11806,PPL
2747380,Sexbierum,53.21823,5.48402,PPL
2747382,Sevenum,51.4125,6.0375,PPL
2747383,Seters,51.61,4.86806,PPL
2747385,Serooskerke,51.70167,3.81528,PPL
2747386,Serooskerke,51.54833,3.59444,PPL
2747387,Separatiedijk,51.43333,4.2,PPL
2747389,Sengelsbroek,51.28917,5.3375,PPL
2747392,Selwerd,53.2352,6.5545,PPLX
2747393,Selwerd,53.29417,6.4,PPL
2747395,Selmien,53.09312,6.13968,PPL
2747397,Sellingerzwarteveen,52.9575,7.15833,PPL
2747399,Sellingerbeetse,52.9325,7.08194,PPL
2747400,Sellingen,52.94583,7.15139,PPLA2
2747401,Selissen,51.605,5.32361,PPL
2747407,Seerijp,53.37647,5.29284,PPL
2747409,Sebaldeburen,53.22,6.30972,PPL
2747411,Schweiberg,50.78583,5.90556,PPL
2747413,Schuwacht,51.89333,4.64722,PPL
2747415,Schutwijk,52.69833,6.96111,PPL
2747416,Schuttersveld,50.94467,5.98317,PPLX
2747418,Schutterhoef,52.12819,5.39607,PPL
2747424,Schutsboom,51.50083,5.76944,PPL
2747425,Schutsboom,51.46152,5.6226,PPL
2747428,Schuring,51.72917,4.48472,PPL
2747429,Schurenberg,50.92167,5.89861,PPL
2747437,Schuinesloot,52.64667,6.55694,PPL
2747438,Schuilingsoord,53.07291,6.70003,PPL
2747440,Schuilenburg,52.15644,5.41103,PPLX
2747441,Skûlenboarch,53.2,6.06667,PPL
2747442,Schuilenburg,52.41,6.47083,PPL
2747445,Schuddebeurs,51.67417,3.94444,PPL
2747446,Schuddebeurs,51.30167,4.06806,PPL
2747449,Schrins,53.12211,5.64813,PPL
2747452,Schreierswijk,52.98583,6.85556,PPL
2747454,Schrapveen,52.63083,6.45139,PPL
2747458,Schraard,53.08016,5.45162,PPL
2747461,Schouwerzijl,53.33167,6.45,PPL
2747466,Schouwen,53.33,6.43889,PPL
2747468,Schouw,52.86618,5.52268,PPL
2747469,Schouw,51.48667,5.73333,PPL
2747471,Schottershuizen,52.65667,6.43194,PPL
2747473,Schotsheuvel,51.72583,5.45,PPL
2747475,Schothorst,52.1715,5.38497,PPLX
2747476,Schoterzijl,52.8177,5.81887,PPL
2747482,Schorebrug,51.46333,4.01944,PPL
2747483,Schore,51.4625,4,PPL
2747484,Schooteind,51.45,5.75,PPLX
2747485,Schoot,51.40083,5.37917,PPL
2747486,Schoorveld,51.36667,6.01667,PPL
2747487,Schoorstraat,51.62667,5.11806,PPL
2747488,Schoorldam,52.7075,4.71806,PPL
2747492,Schoorl,52.70167,4.69722,PPL
2747493,Schoordijk,51.2775,5.59306,PPL
2747494,Schoor,51.49583,5.99444,PPL
2747495,Schoor,51.265,5.7625,PPL
2747496,Schoon Velde,52.72201,6.45967,PPLX
2747499,Schoonrewoerd,51.92083,5.11667,PPL
2747500,Schoonouwen,51.96417,4.79167,PPL
2747501,Schoonoord,52.84583,6.75556,PPL
2747504,Schoonloo,52.90583,6.7,PPL
2747506,Schoonhoven,51.9475,4.84861,PPL
2747508,Schoonheten,52.34273,6.29628,PPL
2747511,Schoonenburg,51.7675,5.775,PPL
2747515,Schoonebeek,52.6625,6.88472,PPL
2747516,Schoondorp,51.53083,4.14167,PPL
2747517,Schoondijke,51.35417,3.55556,PPL
2747519,Schoonbron,50.85167,5.88056,PPL
2747522,Schoolbuurt,52.2575,6.52917,PPL
2747523,Schonauwen,52.01667,5.18333,PPLL
2747533,Schoelieberg,51.44,4.38194,PPL
2747538,Schippersbeek,51.05,5.8,PPL
2747540,Schipluiden,51.97583,4.31389,PPL
2747541,De Schiphorst,52.68167,6.25,PPL
2747545,Schipborg,53.075,6.67083,PPL
2747550,Schinveld,50.96917,5.97917,PPL
2747551,Schin op Geul,50.85417,5.86944,PPL
2747553,Schinnen,50.94333,5.88889,PPL
2747558,Skingen,53.2,5.61667,PPL
2747561,Schimmert,50.90667,5.82361,PPL
2747563,Schimmelarij,52.70083,6.81667,PPL
2747564,Schilligeham,53.325,6.48611,PPL
2747565,Schillersheide,51.18167,5.82917,PPL
2747567,Schillaard,53.12342,5.70748,PPL
2747570,Schildwolde,53.23327,6.81566,PPL
2747576,Schilderswijk,52.06653,4.30686,PPLX
2747579,Schilberg,51.09917,5.88611,PPLX
2747580,Schilberg,50.76667,5.84861,PPL
2747584,Schijndel,51.6225,5.43194,PPL
2747585,Schijf,51.49917,4.56111,PPL
2747586,Schieven,52.97917,6.59028,PPL
2747588,Schietecoven,50.9,5.7625,PPL
2747591,Schiermonnikoog,53.48025,6.15209,PPLA2
2747596,Schiedam,51.91917,4.38889,PPL
2747597,Schiebroek,51.95838,4.47124,PPLX
2747599,Scheveningen,52.10461,4.27557,PPL
2747602,Scheulder,50.82917,5.84444,PPL
2747603,Schettens,53.0834,5.48348,PPL
2747606,Scherpenzeel,52.83222,5.87494,PPL
2747607,Scherpenzeel,52.08,5.48889,PPL
2747610,Scherpenisse,51.54667,4.10556,PPL
2747611,Scherpenering,51.4425,5.35833,PPL
2747614,Scherpbier,51.34833,3.50556,PPL
2747617,Schermerhorn,52.60083,4.89167,PPL
2747619,Schenkeldijk,51.74167,4.60278,PPL
2747620,Schenkeldijk,51.74333,4.38333,PPL
2747621,Schenkel,51.93217,4.56624,PPLX
2747633,Schelm,51.36083,5.86806,PPL
2747636,Schelluinen,51.84333,4.92639,PPL
2747638,Schellinkhout,52.635,5.12083,PPL
2747640,Schellingwoude,52.38419,4.96385,PPL
2747641,Schelle,52.49919,6.0981,PPL
2747642,Schellach,51.525,3.64444,PPL
2747643,Schelfhorst,53.15917,6.54861,PPL
2747645,Scheldevaartshoek,51.3225,4.08056,PPL
2747646,Scheldeoord,51.39632,3.89871,PPL
2747652,Scheide,51.4975,5.96944,PPL
2747653,Schei,50.77221,5.82516,PPL
2747654,Scheerwolde,52.7575,6.01389,PPL
2747656,Scheepstal,51.50083,5.67917,PPL
2747658,Scheemderzwaag,53.18167,6.95139,PPL
2747659,Scheemdermeer,53.17167,6.99028,PPL
2747661,Scheemda,53.17333,6.97222,PPL
2747664,Schaveren,52.3225,5.95417,PPL
2747668,Scharwoude,52.62167,5.01389,PPL
2747669,Scharsterbrug,52.94414,5.77889,PPL
2747671,Scharnegoutum,53.06051,5.67822,PPL
2747672,Scharneburen,52.99516,5.43548,PPL
2747673,Scharn,50.85,5.73333,PPLX
2747677,Scharmer,53.205,6.70556,PPL
2747679,Skarl,52.86729,5.39167,PPL
2747680,Scharendijke,51.73583,3.84306,PPL
2747681,Schardam,52.59667,5.01667,PPL
2747682,Schapershoek,51.3325,3.96389,PPL
2747686,Schapenbout,51.28,3.87778,PPL
2747687,Schans,51.94333,5.96944,PPL
2747688,Schans,51.80333,4.91806,PPL
2747689,Schans,51.60667,4.51111,PPL
2747690,Schans,51.35667,5.875,PPL
2747691,Schans,51.2725,5.92361,PPL
2747694,Schandelo,51.42333,6.1875,PPL
2747695,Schaluinen,51.42583,4.93472,PPL
2747698,Schalsum,53.19724,5.57153,PPL
2747702,Schalkwijk,52.36108,4.65477,PPLX
2747703,Schalkwijk,51.995,5.1875,PPL
2747704,Schalkhaar,52.26833,6.19444,PPL
2747710,Schaijkse Hoek,51.73333,5.63333,PPL
2747713,Schaijk,51.74583,5.63194,PPL
2747715,Schagerbrug,52.8025,4.75833,PPL
2747720,Schagen,52.7875,4.79861,PPL
2747721,Schaft,51.29833,5.45556,PPL
2747722,Schafferden,51.59,5.99167,PPL
2747724,Schafelt,51.34833,6.09583,PPLX
2747727,Schaesberg,50.89502,6.01643,PPL
2747728,Schadron,51.63583,5.65556,PPL
2747730,Schadijk,51.4675,6.02083,PPL
2747731,Schadewijk,51.3575,5.34028,PPL
2747735,Schaarsbergen,52.02833,5.87083,PPL
2747739,Schaapsbrug,51.28917,5.90278,PPL
2747740,Schaaphok,53.23583,6.74028,PPL
2747741,Schaapbulten,53.28,6.93194,PPL
2747746,Sauwerdermeeden,53.2978,6.55635,PPLL
2747747,Sauwerd,53.29333,6.53472,PPL
2747749,Sas van Gent,51.2275,3.79861,PPL
2747751,Sassenheim,52.225,4.52222,PPL
2747752,Sasput,51.37333,3.60278,PPL
2747753,Het Sas,51.46917,4.98472,PPL
2747757,Sappemeer Noord,53.17173,6.78852,PPL
2747758,Sappemeer,53.16417,6.79028,PPL
2747759,Santpoort-Zuid,52.42083,4.63056,PPL
2747760,Santpoort-Noord,52.43357,4.64224,PPL
2747761,Santfort,51.17917,5.84306,PPL
2747762,Sandfirden,52.98803,5.51969,PPL
2747763,Sander,51.58744,4.63782,PPL
2747767,Sandelingen-Ambacht,51.85,4.61667,PPL
2747769,Sandebuur,53.1725,6.45556,PPL
2747773,Sambeek,51.63583,5.96667,PPL
2747774,Salverd,53.18202,5.58313,PPL
2747783,Saaxumhuizen,53.38167,6.48472,PPL
2747786,Saasveld,52.33167,6.80694,PPL
2747787,Saaksum,53.31333,6.41944,PPL
2747789,Ruwaard,51.74917,5.5083,PPLX
2747790,Ruurlosche Broek,52.04824,6.4949,PPL
2747792,Ruurlo,52.08833,6.45,PPL
2747796,Rutten,52.80497,5.69796,PPL
2747797,Rutbeek,52.18,6.80139,PPL
2747800,Rustenburg,52.63583,4.87917,PPL
2747807,Run,51.73333,5.46667,PPL
2747808,Rumpt,51.88417,5.17639,PPL
2747809,Rumpen,50.93993,5.96798,PPLX
2747812,Rumelaar,52.05759,5.44061,PPL
2747813,Rullen,51.49583,5.55556,PPL
2747814,Rul,51.395,5.57778,PPL
2747815,Rukven,51.67583,5.47639,PPL
2747816,Ruitersbosch,51.56932,4.76901,PPLX
2747817,Ruitenveen,52.56583,6.25139,PPL
2747818,Ruitenhuizen,52.56667,6.26667,PPL
2747823,Ruiten,53.20167,6.76528,PPL
2747824,Ruisseveen,52.03295,5.53294,PPL
2747825,Ruischerbrug,53.2325,6.6375,PPL
2747826,Ruischendegat,51.32917,3.97083,PPL
2747828,Ruinerwold,52.72333,6.24861,PPL
2747829,Ruinerweide,52.73083,6.33472,PPL
2747831,Ruinerdijk,52.76667,6.33333,PPLL
2747835,Ruinen,52.7625,6.35417,PPL
2747838,Ruimel,51.65083,5.34444,PPL
2747843,Ruigezand,53.31,6.31944,PPL
2747845,Ruigeweide,52.03,4.82917,PPL
2747847,Ruigenhoek,52.2925,4.52639,PPL
2747850,Ruigahuizen,52.88589,5.56179,PPL
2747852,Rugge,51.89921,4.15231,PPLX
2747853,Rugdijk,51.59083,5.09722,PPL
2747858,Rucphen,51.53167,4.55833,PPL
2747860,Rozewerf,52.455,5.11389,PPL
2747865,Rozendaal,52.00583,5.9625,PPL
2747866,Rozendaal,52.01583,4.84028,PPL
2747867,Rozendaal,51.37891,6.05056,PPL
2747869,Rozenburg,52.28167,4.7375,PPL
2747870,Rozenburg,51.90417,4.24861,PPL
2747875,Rovert,51.4725,5.08194,PPL
2747876,Roverberg,51.34083,4.06806,PPL
2747879,Rouveen,52.61417,6.18472,PPL
2747883,Rottum,53.3825,6.62083,PPL
2747884,Rottum,52.93659,5.89447,PPL
2747886,Rottevalle,53.14523,6.10411,PPL
2747891,Rotterdam,51.9225,4.47917,PPL
2747895,Rott,50.78667,5.94722,PPL
2747897,Rotsterhaule,52.91956,5.85176,PPL
2747898,Rotstergaast,52.9,5.88987,PPL
2747899,Rothenbach,51.14083,6.11806,PPL
2747900,Rothem,50.87667,5.73889,PPL
2747901,Rotbrink,52.53333,6.41667,PPL
2747903,Roswinkel,52.8375,7.03889,PPL
2747907,Rossum,52.35167,6.92222,PPL
2747908,Rossum,51.80083,5.33333,PPL
2747910,Rosmalen,51.71667,5.36528,PPL
2747911,Roskam,51.13,6,PPL
2747917,Roptazijl,53.20686,5.44561,PPL
2747919,Ropta,53.3695,6.07055,PPLL
2747920,Rooversbroek,52.23783,4.55197,PPL
2747922,Rooth,51.36583,6.07917,PPL
2747924,Roosteren,51.08333,5.81806,PPL
2747930,Roosendaal,51.53083,4.46528,PPL
2747934,Roosberg,51.5625,4.82361,PPL
2747938,Reduzum,53.11775,5.78765,PPL
2747939,Roonsestraat,51.6,5.23333,PPL
2747948,Readtsjerk,53.25566,5.93245,PPL
2747949,Roodhuis,53.07619,5.63599,PPL
2747950,Roodewijk,51.53083,3.8625,PPL
2747952,Roodevaart,51.68772,4.61563,PPL
2747954,Roodeschuur,53.19827,6.14642,PPL
2747956,Roodeschool,53.42083,6.76667,PPL
2747958,Roodenhoek,51.36,3.63194,PPL
2747960,Roodehaan,53.33,6.42778,PPL
2747961,Roodehaan,53.19083,6.63889,PPL
2747965,Rondveld,51.62083,5.89722,PPL
2747966,Ronduite,52.68833,6.04444,PPL
2747972,Rome,51.79417,5.32222,PPL
2747973,Rolpaal,52.01167,4.21667,PPL
2747974,Rollecate,52.59167,6.24722,PPL
2747975,Roligt,51.26167,5.9,PPL
2747979,Rolde,52.98417,6.64861,PPL
2747980,Rolaf,51.57248,4.24587,PPL
2747983,Rohel,53.22315,6.14754,PPL
2747984,Rohel,52.91717,5.83173,PPL
2747988,Roggelse Dijk,51.32167,5.87778,PPL
2747990,Roggel,51.26333,5.92361,PPL
2747991,Roggebotsluis,52.54483,5.8561,PPL
2747994,Rogat,52.68833,6.26528,PPL
2747996,Roeven,51.27,5.75139,PPL
2747997,Roestenburg,51.64583,5.5384,PPL
2748000,Roermond,51.19417,5.9875,PPL
2748003,Roer,51.18265,5.97896,PPL
2748004,Roelshoek,51.43583,4.12778,PPL
2748006,Roelofarendsveen,52.20333,4.63333,PPL
2748008,Roeleveen,52.055,4.41806,PPL
2748010,Roelage,52.89167,7.09722,PPL
2748012,Roekel,52.0975,5.73056,PPL
2748013,Roekebosch,52.72,6.13472,PPL
2748016,Roebolligehoek,52.60917,6.08056,PPL
2748017,Rode Sluis,51.21833,3.92222,PPL
2748018,Roderwolde,53.16833,6.46944,PPL
2748022,Roderesch,53.115,6.42361,PPL
2748023,Rodenrijs,51.98222,4.46731,PPL
2748026,Roden,53.1375,6.42083,PPL
2748027,Rode Dorp,52.90417,6.13981,PPLL
2748029,Rockanje,51.87167,4.07083,PPL
2748037,Rixtel,51.5097,5.64766,PPL
2748039,Rivierenwijk,52.25466,6.18333,PPLX
2748042,Ritthem,51.4525,3.62639,PPL
2748044,Ritsumazijl,53.19942,5.73851,PPL
2748046,Rith,51.56583,4.725,PPL
2748048,Risdam,52.65796,5.05457,PPLX
2748049,De Rips,51.55,5.80972,PPL
2748051,Rinsumageast,53.29695,5.94931,PPL
2748053,Rinnegom,52.60917,4.65,PPL
2748054,Rinkveld,51.4,5.78611,PPL
2748055,Rinkesfort,51.34,6.06111,PPLX
2748063,Ringoven,50.95,5.83333,PPL
2748064,Rimpelt,51.63417,6.03056,PPL
2748065,Rimburg,50.91583,6.08472,PPL
2748068,Rilland,51.41667,4.18194,PPL
2748070,Rikmansbrug,52.36667,6.8,PPLL
2748071,Rijtseterp,53.03879,5.48595,PPL
2748074,Rijt,51.29583,5.30972,PPL
2748076,Rijswijk,52.03634,4.32501,PPL
2748077,Rijswijk,51.95917,5.35694,PPL
2748078,Rijswijk,51.7975,5.025,PPL
2748083,Rijssen,52.30667,6.51806,PPL
2748085,Rijsoord,51.85083,4.59583,PPL
2748086,Rijsenhout,52.25833,4.71389,PPL
2748087,Rijsenburg,52.05,5.26667,PPL
2748088,Rijsdam,52.9625,7.14444,PPL
2748089,Rijsberkampen,52.92771,6.20655,PPLL
2748091,Rijsbergen,51.5175,4.69722,PPL
2748093,Rijs,52.86356,5.49694,PPL
2748094,Rijpwetering,52.1925,4.58333,PPL
2748099,Ryptsjerk,53.22238,5.91717,PPL
2748100,Rijpelberg,51.48333,5.71389,PPL
2748101,Rijp,52.7525,4.74722,PPL
2748104,Rijnsburg,52.19,4.44167,PPL
2748106,Rijnsaterwoude,52.19583,4.67083,PPL
2748116,Rijndijk,52.15,4.45,PPL
2748122,Rijksdorp,52.16145,4.39384,PPL
2748125,Rijkevoort,51.65667,5.88611,PPL
2748126,Rijkerswoerd,51.94855,5.89346,PPL
2748127,Rijkel,51.25667,6.02222,PPL
2748128,Rijkebuurt,51.6,4.06667,PPL
2748129,Rijkebuurt,51.45917,3.775,PPL
2748130,Rijen,51.59083,4.91944,PPL
2748131,Rijckholt,50.79917,5.73194,PPL
2748133,Rietven,51.62167,5.7125,PPL
2748134,Rietven,51.42833,5.29028,PPL
2748140,Rietveld,52.10167,4.62778,PPL
2748141,Rietveld,52.08833,4.84583,PPL
2748142,Rietveld,51.86,5.01389,PPL
2748146,Rietmolen,52.14083,6.6625,PPL
2748150,Riethoven,51.35417,5.3875,PPL
2748151,Riethorst,51.7375,5.90972,PPL
2748153,Rietgoor,51.50731,4.43931,PPL
2748155,Rietdijk,51.7812,5.03526,PPL
2748161,Rien,53.09485,5.65813,PPL
2748163,Riele,52.26667,6.23333,PPL
2748164,Riel,51.52583,5.02361,PPL
2748165,Riel,51.42333,5.52222,PPL
2748168,Ried,53.22258,5.58929,PPL
2748172,Ridderkerk,51.8725,4.60278,PPL
2748173,Ridderbuurt,52.155,4.67639,PPL
2748176,Rhoonse Veer,51.85,4.41667,PPL
2748178,Rhoon,51.8575,4.42222,PPL
2748182,Rhienderen,52.09833,6.14306,PPL
2748183,Rhenoy,51.88333,5.15278,PPL
2748185,Rhenen,51.95917,5.56806,PPL
2748187,Rheezerveen,52.56583,6.525,PPL
2748190,Rheeze,52.54833,6.58194,PPL
2748191,Rheeveld,52.87667,6.50278,PPL
2748192,Rheebruggen,52.78417,6.3,PPL
2748193,Rhee,53.0325,6.56667,PPL
2748194,Rhederveld,53.06333,7.18472,PPL
2748198,Rhederbrug,53.08833,7.16806,PPL
2748201,Rheden,52.005,6.02917,PPL
2748202,Rhaan,52.42917,6.45,PPL
2748203,Rha,52.05417,6.14861,PPL
2748207,Reuzenhoek,51.32667,3.91389,PPLL
2748208,Reuver,51.28417,6.07778,PPL
2748209,Reutum,52.39083,6.84444,PPL
2748211,Reutje,51.12917,6.00833,PPL
2748212,Reuth,51.44417,4.89861,PPL
2748217,Reusel,51.3625,5.16528,PPL
2748219,Reuken,50.91518,5.89258,PPL
2748220,Retranchement,51.3475,3.38472,PPL
2748222,Reth,51.43333,4.94722,PPL
2748223,Retersbeek,50.8925,5.91528,PPL
2748224,Ressen,51.89083,5.86806,PPL
2748226,Respelhoek,52.12917,6.51806,PPL
2748228,Renswoude,52.07333,5.54028,PPL
2748232,Renselaar,52.22098,5.55158,PPL
2748233,Renneborg,53.00708,7.13822,PPL
2748236,Renkum,51.97667,5.73333,PPL
2748240,Renesse,51.7325,3.775,PPL
2748243,Ren,51.53583,5.70417,PPL
2748244,Remswerd,53.04341,5.55521,PPL
2748248,Remmerden,51.97333,5.53333,PPL
2748249,Rekken,52.09417,6.725,PPL
2748250,Reitsum,53.32124,5.88919,PPL
2748258,Reijmerstok,50.79917,5.8375,PPL
2748259,Reijmersbeek,50.93333,5.88333,PPLL
2748261,Reijerscop,52.07667,4.97639,PPL
2748265,Reidswal,53.35188,6.07698,PPL
2748275,Refeling,51.46469,5.55007,PPL
2748276,Reeuwijksebrug,52.03333,4.71667,PPL
2748277,Reeuwijk-Dorp,52.055,4.69028,PPL
2748280,Reeuwijk,52.04667,4.725,PPL
2748281,Reeth,51.89833,5.8375,PPL
2748286,Reek,51.74583,5.68194,PPL
2748289,Reedijk,51.8175,4.4625,PPL
2748290,Reedijk,51.23333,3.83333,PPL
2748293,Redichem,51.96204,5.25181,PPL
2748294,Rectum,52.32833,6.56944,PPL
2748295,Rechtvaart,51.66265,5.00895,PPLL
2748299,Rechteren,52.495,6.29028,PPL
2748305,Ravenswoud,52.96583,6.38123,PPL
2748306,Ravenswaaij,51.95167,5.32778,PPL
2748308,Ravenstein,51.79667,5.65,PPL
2748309,Ravensgat,51.4925,5.725,PPL
2748314,Raerd,53.09763,5.75993,PPL
2748316,Ratum,51.97833,6.80972,PPL
2748319,Rasquert,53.36833,6.51667,PPL
2748321,Raren,50.76667,5.99028,PPL
2748324,Ranum,53.34417,6.50972,PPL
2748325,Ranserveen,52.56667,6.28333,PPL
2748327,Ransdorp,52.39325,4.99406,PPL
2748328,Ransdaal,50.865,5.89167,PPL
2748329,Randwijk,51.95333,5.70833,PPL
2748330,Randenburg,52.06333,4.67083,PPL
2748332,Rande,52.29,6.12639,PPL
2748342,Ramele,52.36942,6.2338,PPLL
2748343,Rakt,51.67583,5.58194,PPL
2748346,Rakens,51.5325,4.81806,PPL
2748348,Rafelder,51.89917,6.32917,PPL
2748351,Radewijk,52.57167,6.70972,PPL
2748353,Raayen,51.93333,5.83333,PPL
2748354,Raath,50.96945,5.93639,PPL
2748355,Raarhoek,52.41881,6.28813,PPLL
2748357,Raard,53.32585,5.94446,PPL
2748358,Raar,50.88583,5.77778,PPL
2748361,Raamsdonksveer,51.69667,4.87361,PPL
2748363,Raamsdonk,51.6875,4.90833,PPL
2748365,Raamberg,51.49833,4.66944,PPL
2748367,Raam,51.65967,5.63637,PPL
2748368,Raam,51.6175,5.22083,PPL
2748371,Raalte,52.38583,6.275,PPL
2748372,Raakeind,51.54583,4.89722,PPL
2748374,Raaieind,51.39667,6.14167,PPL
2748377,Quirijnstok,51.5843,5.0981,PPLX
2748378,Quirijnstok,51.5975,5.10278,PPL
2748380,Quatrebras,53.21955,5.9818,PPL
2748381,Quatre Bras,52.18583,6.21111,PPL
2748386,Quabeek,50.97145,5.93674,PPL
2748387,Pyramide,51.30333,3.67222,PPL
2748389,Puttershoek,51.805,4.56806,PPL
2748392,Putten,52.25917,5.60694,PPL
2748393,De Putten,51.43333,5.51667,PPL
2748397,Putte,51.36,4.39583,PPL
2748399,Putselaar,51.68333,5.85972,PPL
2748400,Putkop,52.09842,4.94524,PPL
2748403,Puth,50.95417,5.87361,PPL
2748405,Putbroek,51.09667,5.9875,PPL
2748410,Purmerland,52.48167,4.92639,PPL
2748413,Purmerend,52.505,4.95972,PPL
2748414,Purmerbuurt,52.49583,4.98611,PPL
2748415,Purmer,52.5,4.98333,PPL
2748417,Punthorst,52.61417,6.2625,PPL
2748421,Puiflijk,51.87833,5.59028,PPL
2748423,Prosperdorp,51.32417,4.20417,PPL
2748438,Prinses Marianne,52.86667,6.16667,PPLL
2748444,Prinsenhof,52.09746,4.40241,PPLX
2748448,Prinsenbeek,51.59833,4.7125,PPL
2748449,Prinsejacht,51.46503,5.4557,PPLX
2748451,Prins Alexanderpolder,51.93956,4.54448,PPLX
2748454,Princepeel,51.65,5.76667,PPLL
2748455,Princenhof,52.69008,5.22934,PPLX
2748457,Princenhage,51.57632,4.73906,PPLX
2748463,Priesterink,51.98333,6.36667,PPL
2748464,Prickart,50.825,6.00278,PPL
2748465,Presikhaaf,51.97961,5.95336,PPLX
2748469,Praets,51.97917,5.89722,PPL
2748474,Pottenberg,50.85135,5.65668,PPLX
2748476,Pothoek,52.24667,6.50833,PPL
2748478,Posthoorn,52.475,5.92917,PPL
2748479,Posthoorn,51.27083,3.75278,PPL
2748481,Posterholt,51.12333,6.03472,PPL
2748482,Posterenk,52.21417,6.11667,PPL
2748486,Portengen,52.15417,4.96528,PPL
2748488,Poppenwier,53.08333,5.75,PPL
2748491,Poppenhuzen,53.06247,5.91661,PPL
2748492,Poppenhaar,52.66653,6.7508,PPLX
2748493,Poppendamme,51.5225,3.55417,PPL
2748498,Poortvliet,51.54417,4.14306,PPL
2748500,Poortugaal,51.85833,4.39444,PPL
2748501,Poonhaven,51.34,3.94306,PPL
2748504,Poolland,52.80667,4.84306,PPL
2748505,Ponte-Avancé,51.30667,3.63472,PPL
2748506,Ponte,51.31333,3.61806,PPL
2748510,Polsbroekerdam,51.995,4.90278,PPL
